"20260923-215252","2026-09-23 21:52:52","51.41414020928617","-0.06244693403914078","RemoteJ-5","4c:23:1a:d5:2b:e6","802.11ax","Wi-Fi 6","5 GHz","124","-56","-97","41","433","344","192.168.2.36","87.74.180.162","iPhone","27.0"
"20260923-215307","2026-09-23 21:53:07","51.41414020928617","-0.06244693403914078","RemoteJ-5","4c:23:1a:d5:2b:e6","802.11ax","Wi-Fi 6","5 GHz","124","-60","-97","37","516","344","192.168.2.36","87.74.180.162","iPhone","27.0"
"20260923-215314","2026-09-23 21:53:14","51.41414422441684","-0.06246788176883379","RemoteJ-5","4c:23:1a:d5:2b:e6","802.11ax","Wi-Fi 6","5 GHz","124","-54","-97","43","487","344","192.168.2.36","87.74.180.162","iPhone","27.0"
"20260923-215318","2026-09-23 21:53:18","51.41414422441684","-0.06246788176883379","RemoteJ-5","4c:23:1a:d5:2b:e6","802.11ax","Wi-Fi 6","5 GHz","124","-55","-96","41","573","458","192.168.2.36","87.74.180.162","iPhone","27.0"
